mod_id,mod_version,jar,class_name,method,method_desc,pc,opcode,kind,callee_owner,callee_name,callee_desc,target_kind,entity_target,requests_search,inside_navigation,tick_driven,tick_evidence,cadence,tick_reason,method_checks_nav_state,throttle_hint,in_iterator_loop,mixin_targets
animalgarden_sugarglider,1.0.2,mods/animalgarden_sugarglider-1.0.2-fabric-26.2-0.152.2.jar,aquariusplayz/animalgarden/sugarglider/mob/goals/ModFollowParentGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
animalgarden_sugarglider,1.0.2,mods/animalgarden_sugarglider-1.0.2-fabric-26.2-0.152.2.jar,aquariusplayz/animalgarden/sugarglider/mob/goals/ModGoBackHomeGoal,tick,()V,75,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,every_tick,Goal.tick,False,True,False,
animalgarden_sugarglider,1.0.2,mods/animalgarden_sugarglider-1.0.2-fabric-26.2-0.152.2.jar,aquariusplayz/animalgarden/sugarglider/mob/goals/ModMeleeAttackGoal,canUse,()Z,98,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
animalgarden_sugarglider,1.0.2,mods/animalgarden_sugarglider-1.0.2-fabric-26.2-0.152.2.jar,aquariusplayz/animalgarden/sugarglider/mob/goals/ModMeleeAttackGoal,canUse,()Z,149,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
animalgarden_sugarglider,1.0.2,mods/animalgarden_sugarglider-1.0.2-fabric-26.2-0.152.2.jar,aquariusplayz/animalgarden/sugarglider/mob/goals/ModMeleeAttackGoal,start,()V,15,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/level/pathfinder/Path;D)Z,path,False,False,False,True,direct,on_start,Goal.start,False,False,False,
animalgarden_sugarglider,1.0.2,mods/animalgarden_sugarglider-1.0.2-fabric-26.2-0.152.2.jar,aquariusplayz/animalgarden/sugarglider/mob/goals/ModMeleeAttackGoal,tick,()V,353,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,True,True,False,
animalgarden_sugarglider,1.0.2,mods/animalgarden_sugarglider-1.0.2-fabric-26.2-0.152.2.jar,aquariusplayz/animalgarden/sugarglider/mob/goals/ModPanicGoal,start,()V,23,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,on_start,Goal.start,False,False,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/ModMob,aiStep,()V,558,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,every_tick,Entity.aiStep,True,True,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/ModMob,behaviorOnServerSide,()V,1387,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,same_class,every_tick,via aiStep <- Entity.aiStep,True,True,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/ModMob,behaviorOnServerSide,()V,1491,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,same_class,every_tick,via aiStep <- Entity.aiStep,True,True,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/goals/ModBreedGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/goals/ModFollowMaleGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/goals/ModFollowParentGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/goals/ModMeleeAttackGoal,canUse,()Z,126,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/goals/ModMeleeAttackGoal,canUse,()Z,177,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/goals/ModMeleeAttackGoal,start,()V,15,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/level/pathfinder/Path;D)Z,path,False,False,False,True,direct,on_start,Goal.start,False,False,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/goals/ModMeleeAttackGoal,tick,()V,360,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,True,True,False,
animalgarden_westerngorilla,1.0.1,mods/animalgarden_westerngorilla-1.0.1-fabric-26.1.2-0.145.4.jar,aquariusplayz/animalgarden/westerngorilla/mob/goals/ModPanicGoal,start,()V,23,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,on_start,Goal.start,False,False,False,
animalgarden_whiterhinoceros,1.0.1,mods/animalgarden_whiterhinoceros-1.0.1-fabric-26.1.1-0.145.4.jar,aquariusplayz/animalgarden/whiterhinoceros/mob/goals/ModBreedGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
animalgarden_whiterhinoceros,1.0.1,mods/animalgarden_whiterhinoceros-1.0.1-fabric-26.1.1-0.145.4.jar,aquariusplayz/animalgarden/whiterhinoceros/mob/goals/ModFollowMotherParentGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
animalgarden_whiterhinoceros,1.0.1,mods/animalgarden_whiterhinoceros-1.0.1-fabric-26.1.1-0.145.4.jar,aquariusplayz/animalgarden/whiterhinoceros/mob/goals/ModMeleeAttackGoal,canUse,()Z,135,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
animalgarden_whiterhinoceros,1.0.1,mods/animalgarden_whiterhinoceros-1.0.1-fabric-26.1.1-0.145.4.jar,aquariusplayz/animalgarden/whiterhinoceros/mob/goals/ModMeleeAttackGoal,canUse,()Z,186,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
animalgarden_whiterhinoceros,1.0.1,mods/animalgarden_whiterhinoceros-1.0.1-fabric-26.1.1-0.145.4.jar,aquariusplayz/animalgarden/whiterhinoceros/mob/goals/ModMeleeAttackGoal,start,()V,15,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/level/pathfinder/Path;D)Z,path,False,False,False,True,direct,on_start,Goal.start,False,False,False,
animalgarden_whiterhinoceros,1.0.1,mods/animalgarden_whiterhinoceros-1.0.1-fabric-26.1.1-0.145.4.jar,aquariusplayz/animalgarden/whiterhinoceros/mob/goals/ModMeleeAttackGoal,tick,()V,353,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,True,True,False,
animalgarden_whiterhinoceros,1.0.1,mods/animalgarden_whiterhinoceros-1.0.1-fabric-26.1.1-0.145.4.jar,aquariusplayz/animalgarden/whiterhinoceros/mob/goals/ModPanicGoal,start,()V,23,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,on_start,Goal.start,False,False,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultAvoidEntityGoal,canUse,()Z,200,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(DDDI)Lnet/minecraft/world/level/pathfinder/Path;,coords,False,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultAvoidEntityGoal,start,()V,12,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/level/pathfinder/Path;D)Z,path,False,False,False,True,direct,on_start,Goal.start,False,False,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultBreedGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultFollowGenderGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultFollowParentGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultMeleeAttackGoal,canUse,()Z,157,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultMeleeAttackGoal,canUse,()Z,209,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,False,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultMeleeAttackGoal,start,()V,15,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/level/pathfinder/Path;D)Z,path,False,False,False,True,direct,on_start,Goal.start,False,False,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultMeleeAttackGoal,tick,()V,353,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,True,True,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultPanicGoal,start,()V,23,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,on_start,Goal.start,False,False,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/goals/DefaultWaterAvoidingRandomStrollGoal,start,()V,23,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,on_start,Goal.start,False,False,False,
aquarius_libs,1.2.0,mods/aquarius_libs-1.2.0-fabric-26.2-0.152.1.jar,aquariusplayz/libs/entity/tamable/goals/DefaultTAFollowOwnerGoal,tick,()V,96,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
carpet,26.1+v260402,mods/fabric-carpet-26.1+v260402.jar,carpet/mixins/PathNavigation_pathfindingMixin,pathToBlock,(Lnet/minecraft/world/entity/ai/navigation/PathNavigation;Ljava/util/Set;IZI)Lnet/minecraft/world/level/pathfinder/Path;,13,invokevirtual,navigation,carpet/mixins/PathNavigation_pathfindingMixin,createPath,(Ljava/util/Set;IZI)Lnet/minecraft/world/level/pathfinder/Path;,blockpos_set,False,True,True,False,,,,False,False,False,net/minecraft/world/entity/ai/navigation/PathNavigation
carpet,26.1+v260402,mods/fabric-carpet-26.1+v260402.jar,carpet/mixins/PathNavigation_pathfindingMixin,pathToBlock,(Lnet/minecraft/world/entity/ai/navigation/PathNavigation;Ljava/util/Set;IZI)Lnet/minecraft/world/level/pathfinder/Path;,29,invokevirtual,navigation,carpet/mixins/PathNavigation_pathfindingMixin,createPath,(Ljava/util/Set;IZI)Lnet/minecraft/world/level/pathfinder/Path;,blockpos_set,False,True,True,False,,,,False,False,False,net/minecraft/world/entity/ai/navigation/PathNavigation
carpet,26.1+v260402,mods/fabric-carpet-26.1+v260402.jar,carpet/mixins/PathNavigation_pathfindingMixin,pathToEntity,(Lnet/minecraft/world/entity/ai/navigation/PathNavigation;Ljava/util/Set;IZI)Lnet/minecraft/world/level/pathfinder/Path;,13,invokevirtual,navigation,carpet/mixins/PathNavigation_pathfindingMixin,createPath,(Ljava/util/Set;IZI)Lnet/minecraft/world/level/pathfinder/Path;,blockpos_set,False,True,True,False,,,,False,False,False,net/minecraft/world/entity/ai/navigation/PathNavigation
carpet,26.1+v260402,mods/fabric-carpet-26.1+v260402.jar,carpet/mixins/PathNavigation_pathfindingMixin,pathToEntity,(Lnet/minecraft/world/entity/ai/navigation/PathNavigation;Ljava/util/Set;IZI)Lnet/minecraft/world/level/pathfinder/Path;,29,invokevirtual,navigation,carpet/mixins/PathNavigation_pathfindingMixin,createPath,(Ljava/util/Set;IZI)Lnet/minecraft/world/level/pathfinder/Path;,blockpos_set,False,True,True,False,,,,False,False,False,net/minecraft/world/entity/ai/navigation/PathNavigation
carpet,26.1+v260402,mods/fabric-carpet-26.1+v260402.jar,carpet/mixins/Villager_aiMixin,canReachHome,(Lnet/minecraft/world/entity/npc/villager/Villager;Lnet/minecraft/core/BlockPos;Lnet/minecraft/world/entity/ai/village/poi/PoiRecord;)Z,20,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/core/BlockPos;I)Lnet/minecraft/world/level/pathfinder/Path;,blockpos,False,True,False,False,,,,False,False,False,net/minecraft/world/entity/npc/villager/Villager
civil,1.4.0-release,mods/civillis-fabric-1.4.0-release+mc26.1-26.1.2.jar,civil/mob/FleeCivilizationGoal,navigateToTarget,()V,49,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,same_class,every_tick,via canContinueToUse <- Goal.canContinueToUse,False,False,False,
dasik-library,1.8.2,mods/dasik-library-1.8.2.jar,net/dasik/social/api/group/strategy/TerrestrialFlockingStrategy,execute,(Lnet/minecraft/world/entity/LivingEntity;Lnet/minecraft/world/entity/LivingEntity;Lnet/dasik/social/api/group/strategy/GroupParameters;)V,120,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,cross_class,every_tick,via FollowLeaderGoal#tick <- Goal.tick,True,False,False,
dasik-library,1.8.2,mods/dasik-library-1.8.2.jar,net/dasik/social/api/group/strategy/TerrestrialFlockingStrategy,execute,(Lnet/minecraft/world/entity/LivingEntity;Lnet/minecraft/world/entity/LivingEntity;Lnet/dasik/social/api/group/strategy/GroupParameters;)V,181,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,cross_class,every_tick,via FollowLeaderGoal#tick <- Goal.tick,True,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/Penguin$PenguinSearchForItemsGoal,start,()V,64,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,on_start,Goal.start,False,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/Penguin$PenguinSearchForItemsGoal,tick,()V,82,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/Squirrel$SquirrelPlantSaplingGoal,tick,()V,81,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,every_tick,Goal.tick,False,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/Squirrel$SquirrelSearchForSaplingsGoal,start,()V,64,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,on_start,Goal.start,False,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/Squirrel$SquirrelSearchForSaplingsGoal,tick,()V,82,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/ai/navigation/BetterWallClimberNavigation,createPath,(Lnet/minecraft/core/BlockPos;I)Lnet/minecraft/world/level/pathfinder/Path;,8,invokespecial,navigation,net/minecraft/world/entity/ai/navigation/GroundPathNavigation,createPath,(Lnet/minecraft/core/BlockPos;I)Lnet/minecraft/world/level/pathfinder/Path;,blockpos,False,True,True,False,,,,False,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/ai/navigation/BetterWallClimberNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,11,invokespecial,navigation,net/minecraft/world/entity/ai/navigation/GroundPathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,True,True,cross_class,every_tick,via BetterWallClimberNavigation#moveTo <- via Squirrel$SquirrelSearchForSaplingsGoal#tick <- Goal.tick,False,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/ai/navigation/BetterWallClimberNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,3,invokevirtual,navigation,samebutdifferent/ecologics/entity/ai/navigation/BetterWallClimberNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,True,True,cross_class,every_tick,via Squirrel$SquirrelSearchForSaplingsGoal#tick <- Goal.tick,False,False,False,
ecologics,2.5.3,mods/Ecologics-NeoFab-26.1.2-2.5.3.jar,samebutdifferent/ecologics/entity/ai/navigation/BetterWallClimberNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,17,invokevirtual,navigation,samebutdifferent/ecologics/entity/ai/navigation/BetterWallClimberNavigation,moveTo,(Lnet/minecraft/world/level/pathfinder/Path;D)Z,path,False,False,True,True,cross_class,every_tick,via Squirrel$SquirrelSearchForSaplingsGoal#tick <- Goal.tick,False,False,False,
enderzoology,26.1.0,mods/EnderZoology-v26.1.0-mc26.1.x-Fabric.jar,fuzs/enderzoology/common/world/entity/ai/goal/FollowMobOwnerGoal,tick,()V,39,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
enderzoology,26.1.0,mods/EnderZoology-v26.1.0-mc26.1.x-Fabric.jar,fuzs/enderzoology/common/world/entity/ai/goal/RangedBowEasyAttackGoal,tick,()V,162,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,True,False,False,
enderzoology,26.1.0,mods/EnderZoology-v26.1.0-mc26.1.x-Fabric.jar,fuzs/enderzoology/common/world/entity/monster/DireWolf,pathToLeader,()V,16,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,cross_class,every_tick,via FollowPackLeaderGoal#tick <- Goal.tick,False,False,False,
enderzoology,26.1.0,mods/EnderZoology-v26.1.0-mc26.1.x-Fabric.jar,fuzs/enderzoology/common/world/entity/monster/DireWolf$SearchForItemsGoal,canUse,()Z,122,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,createPath,(Lnet/minecraft/world/entity/Entity;I)Lnet/minecraft/world/level/pathfinder/Path;,entity,True,True,False,True,direct,every_tick,Goal.canUse,False,True,True,
enderzoology,26.1.0,mods/EnderZoology-v26.1.0-mc26.1.x-Fabric.jar,fuzs/enderzoology/common/world/entity/monster/DireWolf$SearchForItemsGoal,start,()V,14,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/level/pathfinder/Path;D)Z,path,False,False,False,True,direct,on_start,Goal.start,False,False,False,
enhanced-cats,1.0.1,mods/.disabled/EnhancedCats-26.1.x-1.0.1-variantfix.jar,CatAIGoals/BabyCatsPlayGoal,tick,()V,48,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,True,False,
enhanced-cats,1.0.1,mods/.disabled/EnhancedCats-26.1.x-1.0.1-variantfix.jar,CatAIGoals/FollowCreeperGoal,start,()V,14,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,on_start,Goal.start,False,False,False,
enhanced-cats,1.0.1,mods/.disabled/EnhancedCats-26.1.x-1.0.1-variantfix.jar,CatAIGoals/FollowCreeperGoal,tick,()V,32,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,every_tick,Goal.tick,False,False,False,
enhanced-cats,1.0.1,mods/.disabled/EnhancedCats-26.1.x-1.0.1-variantfix.jar,CatAIGoals/SharpenNailsOnLog,start,()V,47,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,on_start,Goal.start,False,False,False,
enhanced-cats,1.0.1,mods/.disabled/EnhancedCats-26.1.x-1.0.1-variantfix.jar,CatAIGoals/SleepNearHeatSourceGoal,start,()V,47,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,on_start,Goal.start,False,False,False,
enhanced-cats,1.0.1,mods/.disabled/EnhancedCats-26.1.x-1.0.1-variantfix.jar,CatAIGoals/TamedSpecific/InterruptChestUsage,start,()V,80,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,on_start,Goal.start,True,False,False,
enhanced-cats,1.0.1,mods/.disabled/EnhancedCats-26.1.x-1.0.1-variantfix.jar,CatAIGoals/TamedSpecific/InterruptChestUsage,tick,()V,360,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(DDDD)Z,coords,False,True,False,True,direct,every_tick,Goal.tick,True,True,False,
enhanced-cats,1.0.1,mods/.disabled/EnhancedCats-26.1.x-1.0.1-variantfix.jar,CatAIGoals/TamedSpecific/PlayWithItemsGoal,start,()V,19,invokevirtual,navigation,net/minecraft/world/entity/ai/navigation/PathNavigation,moveTo,(Lnet/minecraft/world/entity/Entity;D)Z,entity,True,True,False,True,direct,on_start,Goal.start,False,False,False,
